loan_amount,interest_rate,term_months,start_date,end_date,borrower_age,borrower_income,credit_score,defaulted,is_simulated_anomaly
12407,0.038,48,2021-05-22,2025-05-01,41,70758,487,1,0
55878,0.0395,36,2023-06-26,2026-06-10,49,125876,324,0,0
11632,0.1235,48,2021-10-08,2025-09-17,52,55976,783,0,0
38924,0.1227,24,2023-07-11,2025-06-30,18,55558,475,1,0
42403,0.0311,24,2025-09-08,2027-08-29,69,84960,793,0,0
11188,0.0999,36,2025-07-03,2028-06-17,68,65707,565,0,0
15453,0.1115,60,2024-01-21,2028-12-25,39,36916,758,0,0
67483,0.1224,48,2024-04-17,2028-03-27,20,138798,767,0,0
73012,0.0628,12,2023-12-08,2024-12-02,59,144294,814,0,0
33433,0.0719,36,2021-03-20,2024-03-04,20,24836,763,1,0
69692,0.1047,24,2022-08-07,2024-07-27,64,32920,352,0,0
12884,0.1494,24,2023-07-09,2025-06-28,69,148448,437,1,0
56184,0.0435,12,2024-02-03,2025-01-28,67,142840,697,0,0
26112,0.0362,36,2024-02-23,2027-02-07,36,41471,707,0,0
56033,0.0624,36,2022-12-29,2025-12-13,45,99182,811,0,0
18514,0.084,12,2021-12-03,2022-11-28,22,131289,379,1,0
15047,0.0619,36,2022-07-08,2025-06-22,43,39350,829,0,0
16627,0.1466,60,2021-11-12,2026-10-17,38,128944,759,0,0
39673,0.0886,36,2023-02-07,2026-01-22,61,125951,345,1,0
26786,0.0443,36,2021-08-20,2024-08-04,65,97905,445,0,0
6436,0.0628,60,2022-03-01,2027-02-03,45,51267,651,0,0
42358,0.0816,36,2025-04-15,2028-03-30,60,42306,604,1,0
42126,0.0697,48,2022-10-01,2026-09-10,54,104958,390,1,0
53485,0.1226,60,2024-02-18,2029-01-22,59,98854,604,1,0
59009,0.0321,48,2022-11-30,2026-11-09,18,114061,654,0,0
73381,0.1379,24,2021-06-25,2023-06-15,27,96420,547,0,0
18510,0.0391,12,2023-02-04,2024-01-30,19,78455,809,0,0
22346,0.1454,60,2024-10-01,2029-09-05,21,147259,849,0,0
74425,0.0802,60,2023-11-28,2028-11-01,67,146111,390,1,0
30400,0.5531,24,2021-02-07,2023-01-28,26,72012,650,0,1
74389,0.9338,60,2024-12-02,2029-11-06,41,144113,703,0,1
49294,0.049,36,2025-04-21,2028-04-05,31,42217,454,1,0
41775,0.0506,24,2023-06-28,2025-06-17,61,147394,433,1,0
69535,0.0911,60,2021-01-09,2025-12-14,68,99604,578,0,0
37957,0.0367,24,2023-06-26,2025-06-15,62,116778,441,1,0
74159,0.0488,12,2025-07-09,2026-07-04,39,130902,550,0,0
12268,0.1088,48,2025-09-09,2029-08-19,54,124642,692,0,0
44145,0.0359,12,2024-10-17,2025-10-12,34,115607,627,0,0
9907,0.0494,36,2025-04-29,2028-04-13,22,100076,379,1,0
46756,0.0522,36,2021-12-26,2024-12-10,24,72569,787,0,0
50999,0.141,12,2023-04-03,2024-03-28,23,53431,546,1,0
35638,0.1262,60,2022-05-30,2027-05-04,46,25118,739,0,0
58799,0.1174,48,2021-12-10,2025-11-19,56,61415,530,0,0
14245,0.049,12,2023-09-14,2024-09-08,39,108576,828,0,0
38585,0.041,48,2021-02-14,2025-01-24,30,121141,504,0,0
61782,0.0383,60,2025-03-31,2030-03-05,43,135538,340,1,0
27049,0.0458,12,2024-06-25,2025-06-20,58,86835,345,0,0
68564,0.1246,48,2021-08-11,2025-07-21,57,69062,645,0,0
55399,0.0831,48,2021-10-18,2025-09-27,27,121574,632,0,0
23677,0.1109,60,2025-07-12,2030-06-16,44,84750,709,0,0
19781,0.1112,24,2024-05-08,2026-04-28,18,119446,428,1,0
24238,0.0741,24,2024-06-04,2026-05-25,20,55714,780,0,0
12728,0.0465,24,2024-03-21,2026-03-11,44,107986,704,0,0
47882,0.0549,60,2022-01-20,2026-12-25,33,84791,328,0,0
40649,0.0487,24,2025-04-03,2027-03-24,37,111887,403,0,0
61537,0.0597,36,2022-08-17,2025-08-01,67,107247,304,1,0
51580,0.0405,36,2023-05-16,2026-04-30,46,43434,644,0,0
28134,0.1141,36,2023-03-20,2026-03-04,18,96332,688,0,0
49042,0.1048,36,2022-12-11,2025-11-25,23,87948,395,1,0
67460,0.0964,36,2021-11-12,2024-10-27,57,94387,847,0,0
39632,0.0713,36,2022-04-17,2025-04-01,40,53163,567,0,0
10747,0.0896,36,2024-09-03,2027-08-19,46,131148,588,0,0
43288,0.0957,48,2022-08-12,2026-07-22,54,120026,350,1,0
74555,0.0822,48,2022-03-23,2026-03-02,48,104354,423,1,0
43285,0.0719,48,2021-09-20,2025-08-30,29,136424,430,0,0
73927,0.858,60,2022-05-22,2027-04-26,46,82492,394,0,1
9427,0.1486,60,2024-05-02,2029-04-06,20,126677,562,0,0
22117,0.1235,24,2021-10-28,2023-10-18,60,38414,451,1,0
16156,0.0962,60,2023-03-19,2028-02-21,32,71738,667,0,0
3515,0.1483,48,2025-01-29,2029-01-08,19,81558,533,0,0
10018,0.1126,36,2020-11-04,2023-10-20,29,50550,413,1,0
52383,0.1069,48,2024-06-02,2028-05-12,35,59485,717,0,0
73303,0.0855,12,2022-07-20,2023-07-15,45,124334,712,0,0
2119,0.6805,24,2023-11-30,2025-11-19,19,26954,772,0,1
65677,0.0319,24,2023-08-10,2025-07-30,42,104394,347,1,0
1686,0.1473,48,2021-08-18,2025-07-28,25,45990,391,0,0
30928,0.0409,24,2024-04-29,2026-04-19,31,44664,336,1,0
26994,0.0643,60,2022-10-04,2027-09-08,42,59475,736,0,0
65068,0.0559,12,2023-09-19,2024-09-13,31,95674,643,1,0
19739,0.1049,36,2023-05-29,2026-05-13,22,55764,769,0,0
41330,0.0321,12,2024-09-19,2025-09-14,19,125299,753,0,0
51111,0.0544,24,2023-08-05,2025-07-25,20,126409,674,0,0
36027,0.0655,48,2023-09-09,2027-08-19,28,126689,666,0,0
33433,0.1153,24,2024-05-27,2026-05-17,55,36366,476,1,0
41308,0.088,48,2021-09-13,2025-08-23,31,63143,353,0,0
36253,0.086,48,2024-03-28,2028-03-07,24,82900,568,0,0
34209,0.1,36,2022-04-13,2025-03-28,59,95195,407,0,0
51457,0.1477,60,2022-10-08,2027-09-12,52,96563,835,0,0
30474,0.0747,24,2021-02-26,2023-02-16,55,142809,808,0,0
30120,0.1069,12,2021-03-11,2022-03-06,54,93853,845,0,0
42356,0.098,60,2025-04-18,2030-03-23,54,39576,567,1,0
40921,0.0875,48,2023-04-01,2027-03-11,67,28286,736,0,0
34992,0.0352,36,2024-09-13,2027-08-29,57,112290,352,1,0
4848,0.0504,12,2022-03-23,2023-03-18,20,32120,585,0,0
11269,0.0419,24,2025-03-03,2027-02-21,61,105618,338,0,0
23948,0.1425,60,2023-11-26,2028-10-30,60,22826,787,0,0
72864,0.0948,36,2021-03-18,2024-03-02,36,79138,439,1,0
71915,0.1146,36,2025-06-22,2028-06-06,23,101383,638,0,0
55876,0.0717,36,2023-07-04,2026-06-18,31,78152,492,0,0
38676,0.065,24,2023-04-14,2025-04-03,51,83312,435,1,0
31809,0.0365,24,2024-09-05,2026-08-26,65,61697,849,0,0
21268,0.1031,12,2023-02-04,2024-01-30,46,108586,559,1,0
60083,0.0581,24,2024-03-15,2026-03-05,31,69796,596,0,0
54712,0.0962,60,2023-01-26,2027-12-31,22,114828,583,1,0
4593,0.0604,24,2024-10-20,2026-10-10,18,149158,673,0,0
27388,0.0751,36,2022-10-23,2025-10-07,34,147727,377,1,0
6056,0.0839,60,2022-07-03,2027-06-07,58,105655,829,0,0
74940,0.1497,60,2023-09-16,2028-08-20,66,92227,446,0,0
3729,0.0602,12,2025-06-06,2026-06-01,63,24831,782,0,0
57767,0.1342,48,2023-04-21,2027-03-31,24,34297,701,1,0
17934,0.0689,60,2025-06-12,2030-05-17,42,89183,466,1,0
18970,0.1064,12,2025-04-27,2026-04-22,55,123509,605,0,0
9822,0.0507,36,2021-02-14,2024-01-30,26,20000,618,0,0
74905,0.1366,48,2023-08-03,2027-07-13,39,108631,764,0,0
8138,0.0619,60,2025-03-18,2030-02-20,23,117157,487,0,0
49138,0.0661,12,2024-06-09,2025-06-04,46,141465,361,1,0
72671,0.0419,48,2022-08-11,2026-07-21,35,130315,363,0,0
19815,0.0531,60,2024-08-13,2029-07-18,51,24815,776,1,0
55258,0.1361,12,2023-06-01,2024-05-26,48,53258,467,0,0
44231,0.0548,48,2022-11-20,2026-10-30,66,78291,517,0,0
32656,0.0452,48,2024-12-06,2028-11-15,19,59134,526,1,0
53089,0.1085,60,2024-04-08,2029-03-13,53,98425,718,0,0
16483,0.0838,48,2022-07-09,2026-06-18,55,20291,767,0,0
25002,0.0901,36,2021-01-15,2023-12-31,28,131327,739,0,0
56044,0.1064,60,2024-06-12,2029-05-17,18,26632,660,0,0
66306,0.1363,60,2024-05-18,2029-04-22,38,124771,704,0,0
64566,0.1182,48,2025-10-19,2029-09-28,42,120784,831,0,0
56369,0.1063,60,2024-12-27,2029-12-01,66,40858,711,0,0
63350,0.1232,24,2025-09-20,2027-09-10,30,110095,823,0,0
43179,0.0592,48,2025-03-20,2029-02-27,30,38423,444,1,0
1655,0.1188,48,2023-07-16,2027-06-25,64,102574,718,0,0
73316,0.713,12,2022-02-21,2023-02-16,47,31197,640,0,1
74686,0.1386,60,2025-07-06,2030-06-10,37,23959,497,1,0
62794,0.0535,60,2022-01-28,2027-01-02,68,33136,749,0,0
10999,0.0823,36,2021-01-15,2023-12-31,52,138901,647,0,0
2255,0.0939,24,2025-08-23,2027-08-13,27,117430,790,0,0
59009,0.089,36,2024-01-14,2026-12-29,42,83598,760,0,0
2326,0.117,12,2022-05-17,2023-05-12,30,78847,354,1,0
54690,0.0707,24,2021-10-24,2023-10-14,39,28048,353,1,0
47029,0.1247,60,2022-10-26,2027-09-30,62,131093,830,0,0
1141,0.0578,48,2022-06-03,2026-05-13,57,92381,758,0,0
36135,0.0588,24,2025-10-10,2027-09-30,34,33376,572,0,0
49591,0.1061,48,2023-03-16,2027-02-23,59,125119,362,1,0
25192,0.0541,24,2023-11-18,2025-11-07,18,37873,660,0,0
13098,0.0517,36,2023-10-16,2026-09-30,34,122807,782,0,0
28691,0.0802,48,2022-05-28,2026-05-07,69,124366,691,0,0
7583,0.1004,12,2021-07-30,2022-07-25,52,58671,779,0,0
2615,0.1497,60,2023-10-09,2028-09-12,47,103295,815,0,0
70106,0.1114,24,2023-10-19,2025-10-08,36,100869,504,0,0
35577,0.1169,36,2023-12-12,2026-11-26,62,26637,409,1,0
25062,0.0711,48,2024-10-20,2028-09-29,62,38158,525,1,0
36747,0.1472,12,2024-08-09,2025-08-04,51,116902,562,0,0
27686,0.0647,36,2022-05-24,2025-05-08,50,55575,304,0,0
33830,0.1481,24,2022-10-24,2024-10-13,46,100673,473,0,0
47067,0.0548,60,2022-09-29,2027-09-03,40,123548,846,0,0
6290,0.1276,36,2021-09-13,2024-08-28,33,100234,304,1,0
6758,0.0691,24,2024-03-02,2026-02-20,51,84077,492,0,0
2706,0.1333,36,2023-03-18,2026-03-02,32,78842,632,0,0
46584,0.1113,12,2022-09-23,2023-09-18,39,29608,813,0,0
32022,0.1173,36,2021-07-26,2024-07-10,37,80125,676,0,0
66804,0.0955,12,2024-03-17,2025-03-12,23,40798,399,1,0
34923,0.0868,24,2023-09-07,2025-08-27,47,25788,532,1,0
19450,0.1351,60,2021-04-07,2026-03-12,65,133378,328,0,0
24072,0.1301,48,2024-06-18,2028-05-28,29,51752,365,1,0
24839,0.0346,48,2025-06-02,2029-05-12,31,88976,550,0,0
7617,0.041,60,2022-07-31,2027-07-05,60,78500,544,0,0
53821,0.1039,12,2023-08-15,2024-08-09,59,88682,509,1,0
4698,0.1486,36,2023-01-15,2025-12-30,28,76992,591,0,0
65409,0.0304,36,2025-02-21,2028-02-06,44,145898,753,0,0
50593,0.0539,60,2025-05-03,2030-04-07,42,107470,638,0,0
35407,0.1491,24,2024-11-10,2026-10-31,20,138204,662,0,0
40634,0.1314,36,2022-10-01,2025-09-15,30,41467,698,0,0
41263,0.0481,24,2023-08-13,2025-08-02,54,104354,677,0,0
24576,0.0808,60,2021-10-19,2026-09-23,35,126315,441,1,0
31117,0.0694,60,2024-09-19,2029-08-24,35,117117,496,1,0
23071,0.0337,36,2024-05-18,2027-05-03,57,30311,726,0,0
20096,0.1003,36,2025-06-18,2028-06-02,38,76956,597,0,0
65454,0.1441,60,2023-05-15,2028-04-18,56,101085,681,1,0
47425,0.9887,60,2023-02-23,2028-01-28,42,93382,509,0,1
38148,0.0627,24,2024-09-18,2026-09-08,22,51532,343,1,0
46727,0.0596,48,2022-10-22,2026-10-01,28,78635,639,0,0
38960,0.0912,48,2023-10-02,2027-09-11,54,33039,321,1,0
38587,0.1465,60,2021-06-30,2026-06-04,50,61740,494,1,0
-36343,0.0473,60,2021-02-01,2026-01-06,50,104778,494,1,1
69594,0.1294,24,2022-04-19,2024-04-08,66,40443,320,1,0
30392,0.0332,48,2025-02-05,2029-01-15,37,26236,342,1,0
20374,0.0774,36,2022-08-08,2025-07-23,58,131283,327,1,0
38185,0.0316,60,2025-02-02,2030-01-07,61,89809,644,1,0
15820,0.0805,36,2025-04-18,2028-04-02,36,123328,573,0,0
15167,0.0999,48,2024-04-20,2028-03-30,49,41614,636,0,0
15614,0.059,36,2025-06-11,2028-05-26,42,101799,733,0,0
45732,0.1168,12,2021-08-22,2022-08-17,58,131730,599,1,0
38118,0.063,48,2023-04-09,2027-03-19,30,91753,749,0,0
2406,0.0536,12,2025-07-06,2026-07-01,41,80832,529,0,0
36694,0.0922,24,2022-06-12,2024-06-01,56,90965,384,1,0
3329,0.0796,60,2022-12-23,2027-11-27,43,48624,584,0,0
38242,0.137,12,2023-10-17,2024-10-11,18,77369,316,0,0
-42944,0.0481,36,2023-03-20,2026-03-04,26,118561,555,0,1
12891,0.1349,36,2021-06-20,2024-06-04,52,24364,305,1,0
48186,0.0543,12,2022-12-12,2023-12-07,22,31985,713,0,0
37680,0.0474,24,2025-03-01,2025-01-30,65,130585,763,0,1
40552,0.0822,24,2022-08-25,2024-08-14,53,99466,333,0,0
6513,0.1496,36,2025-05-06,2028-04-20,65,113056,663,0,0
29685,0.038,24,2022-02-13,2024-02-03,68,94202,822,0,0
48106,0.1187,12,2024-10-19,2025-10-14,65,72491,651,0,0
5667,0.0969,60,2025-08-20,2030-07-25,29,28422,707,0,0
72741,0.0502,60,2021-03-08,2026-02-10,60,73934,473,0,0
65413,0.0479,36,2024-11-12,2027-10-28,63,70900,572,0,0
55392,0.1135,36,2020-12-29,2023-12-14,23,64047,816,0,0
70230,0.0837,60,2025-07-26,2030-06-30,63,128482,438,0,0
56531,0.0484,12,2023-01-27,2024-01-22,63,71104,788,1,0
44780,0.0952,36,2024-04-19,2027-04-04,58,39001,311,1,0
20676,0.092,48,2020-12-03,2024-11-12,64,122765,847,0,0
8197,0.0781,60,2025-04-01,2030-03-06,67,36371,337,0,0
62522,0.142,24,2022-11-27,2024-11-16,23,88387,763,0,0
62849,0.0963,12,2023-10-27,2024-10-21,55,87047,620,1,0
4321,0.0549,24,2025-09-18,2027-09-08,53,107942,607,0,0
61549,0.0381,12,2023-06-24,2024-06-18,20,130365,765,0,0
33735,0.8599,24,2024-04-16,2026-04-06,25,87876,434,1,1
24880,0.1174,36,2021-11-09,2024-10-24,47,103918,535,0,0
49735,0.0652,12,2021-12-03,2022-11-28,65,99151,469,0,0
42546,0.0934,48,2022-09-13,2026-08-23,46,26139,553,1,0
22013,0.101,60,2021-07-22,2026-06-26,18,34420,481,1,0
12699,0.0966,36,2022-03-24,2025-03-08,48,142390,387,1,0
50928,0.0555,12,2023-04-14,2024-04-08,69,78418,305,0,0
6469,0.1296,24,2022-07-22,2024-07-11,45,68068,787,0,0
38470,0.1234,24,2025-03-12,2027-03-02,39,139084,595,0,0
42553,0.1275,12,2025-09-25,2026-09-20,31,136351,556,0,0
29325,0.0609,12,2022-04-25,2023-04-20,67,107272,636,0,0
17752,0.0437,12,2021-12-13,2022-12-08,62,3251655,685,0,1
41958,0.1029,12,2022-06-25,2023-06-20,68,36232,387,1,0
16332,0.1221,24,2023-10-12,2025-10-01,46,92722,503,1,0
62904,0.0995,12,2022-04-04,2023-03-30,18,70053,560,1,0
27584,0.0355,60,2023-07-17,2028-06-20,54,135871,825,0,0
30271,0.0312,12,2024-05-20,2025-05-15,29,134960,583,0,0
3216,0.1127,60,2023-02-18,2028-01-23,47,26022,665,0,0
47258,0.1153,48,2025-02-04,2029-01-14,62,132408,379,0,0
58133,0.8563,60,2025-02-06,2030-01-11,18,33854,418,1,1
16558,0.104,48,2022-02-03,2026-01-13,61,31468,482,1,0
71595,0.0691,36,2024-06-03,2027-05-19,29,92481,742,0,0
15110,0.1179,12,2025-05-11,2026-05-06,19,126744,407,1,0
49192,0.0413,12,2021-05-23,2022-05-18,66,60379,459,0,0
27974,0.1061,36,2024-10-09,2027-09-24,23,111243,706,0,0
50717,0.134,12,2025-02-20,2026-02-15,63,125618,342,0,0
6027,0.1402,60,2025-07-10,2030-06-14,69,55589,698,0,0
38083,0.1461,24,2022-01-31,2024-01-21,58,105200,847,0,0
67470,0.1324,24,2022-11-05,2024-10-25,47,116188,640,0,0
42279,0.1077,60,2025-05-16,2030-04-20,52,62946,727,0,0
11663,0.0497,24,2023-02-04,2025-01-24,32,69394,487,1,0
44482,0.0669,48,2024-10-24,2028-10-03,26,40269,480,1,0
45682,0.1099,24,2025-07-22,2027-07-12,62,140236,476,1,0
74973,0.12,60,2023-12-01,2028-11-04,26,92939,592,0,0
71995,0.0667,36,2024-05-27,2027-05-12,50,143169,347,0,0
16935,0.1138,60,2025-10-15,2030-09-19,57,87585,401,1,0
22541,0.107,48,2025-07-26,2029-07-05,41,110928,359,0,0
6740,0.0794,12,2022-07-30,2023-07-25,29,144069,340,1,0
13702,0.0952,48,2023-01-31,2027-01-10,68,64745,699,0,0
4016,0.0487,60,2021-05-21,2026-04-25,50,105588,733,0,0
47367,0.0494,12,2021-12-01,2022-11-26,41,145191,818,0,0
71061,0.0331,12,2024-04-06,2025-04-01,31,46776,724,0,0
8124,0.0752,36,2024-12-08,2027-11-23,37,88897,512,1,0
25068,0.1143,12,2025-06-17,2026-06-12,37,2291940,584,0,1
24301,0.0517,36,2024-11-02,2027-10-18,69,28199,681,0,0
63213,0.1456,36,2025-08-30,2028-08-14,32,126431,705,0,0
72835,0.1376,36,2024-09-25,2027-09-10,59,42217,654,0,0
55561,0.1046,60,2023-11-05,2028-10-09,61,75808,329,1,0
32141,0.0953,48,2023-09-05,2027-08-15,58,90797,750,0,0
27660,0.0901,24,2021-01-03,2022-12-24,56,146220,363,0,0
67910,0.067,24,2024-08-03,2026-07-24,56,79466,501,1,0
47998,0.0963,48,2023-05-04,2027-04-13,20,43998,360,0,0
7325,0.1279,24,2020-12-31,2022-12-21,28,119077,616,0,0
42640,0.1457,60,2022-10-02,2027-09-06,61,110995,631,0,0
47572,0.1354,60,2023-03-25,2028-02-27,31,62432,604,0,0
50188,0.1196,48,2021-10-09,2025-09-18,68,125921,661,0,0
31023,0.0361,24,2023-05-31,2025-05-20,62,80555,535,0,0
31046,0.1152,12,2025-05-04,2026-04-29,28,53879,422,1,0
62646,0.1315,36,2024-06-04,2027-05-20,60,55817,712,0,0
46220,0.094,48,2025-10-19,2029-09-28,66,73456,499,1,0
13845,0.0724,24,2021-06-17,2023-06-07,18,4266122,464,1,1
5488,0.0464,12,2022-10-29,2023-10-24,48,92624,467,1,0
71331,0.0423,48,2022-11-11,2026-10-21,40,54007,636,0,0
41677,0.1298,60,2024-08-19,2029-07-24,20,115844,707,0,0
1775,0.0917,60,2025-04-24,2030-03-29,45,107162,766,0,0
20784,0.0795,36,2021-11-17,2024-11-01,33,52839,607,0,0
55810,0.1318,48,2023-04-15,2027-03-25,67,101840,699,0,0
53102,0.0524,60,2023-03-29,2028-03-02,22,31012,727,0,0
67356,0.0449,60,2023-10-06,2028-09-09,52,124939,420,1,0
46667,0.1293,12,2023-06-26,2024-06-20,34,54433,533,1,0
30809,0.0764,24,2022-01-13,2024-01-03,39,62233,715,0,0
66814,0.0569,60,2024-06-29,2029-06-03,20,74649,766,0,0
6579,0.1406,12,2024-09-01,2025-08-27,28,64477,429,1,0
40290,0.1154,48,2021-01-26,2025-01-05,30,102488,553,0,0
10759,0.0754,24,2021-06-02,2023-05-23,29,56857,747,1,0
71360,0.1069,48,2021-02-05,2025-01-15,33,112714,653,0,0
20318,0.1424,12,2021-06-10,2022-06-05,18,50102,556,1,0
1611,0.1342,48,2020-12-17,2024-11-26,33,64981,437,0,0
23199,0.1343,36,2025-03-01,2028-02-14,39,84510,784,0,0
46215,0.1173,12,2025-09-10,2026-09-05,37,149959,719,0,0
57233,0.031,24,2024-06-06,2026-05-27,53,21225,508,0,0
24876,0.1189,60,2025-04-25,2030-03-30,46,104656,645,0,0
24050,0.1179,24,2022-11-07,2024-10-27,32,1139326,302,1,1
67625,0.0471,48,2023-04-13,2027-03-23,31,113076,659,1,0
29496,0.0725,36,2022-07-02,2025-06-16,30,92359,414,0,0
24064,0.1237,24,2025-10-15,2027-10-05,31,132418,686,0,0
53409,0.1267,48,2021-01-08,2020-12-09,63,80930,413,1,1
31194,0.8442,24,2021-10-22,2023-10-12,29,111450,387,1,1
32009,0.0583,36,2023-01-14,2025-12-29,56,62656,539,0,0
42582,0.1287,36,2024-10-16,2027-10-01,46,83052,632,0,0
65277,0.1461,12,2021-09-04,2022-08-30,24,137483,688,0,0
50526,0.0304,12,2025-06-21,2026-06-16,37,42037,339,0,0
57323,0.0438,12,2024-03-12,2025-03-07,54,116650,754,0,0
43147,0.0652,36,2024-02-27,2027-02-11,44,86561,374,0,0
33974,0.1268,48,2025-05-29,2029-05-08,39,54335,595,1,0
3025,0.0552,24,2023-04-17,2025-04-06,69,76515,324,1,0
44282,0.1377,24,2023-07-18,2025-07-07,63,47446,317,1,0
32852,0.1036,48,2023-05-16,2027-04-25,36,100005,326,0,0
4705,0.0946,24,2021-09-07,2023-08-28,34,128252,326,1,0
30120,0.1067,24,2023-08-25,2025-08-14,37,122090,639,0,0
24002,0.0786,12,2024-12-06,2025-12-01,44,132991,500,0,0
54296,0.1262,48,2021-10-17,2025-09-26,62,49633,459,1,0
32903,0.0727,36,2022-06-12,2025-05-27,20,52696,467,1,0
-28683,0.073,48,2023-07-13,2027-06-22,51,23144,335,1,1
31467,0.0979,24,2023-07-07,2025-06-26,47,33767,771,0,0
50941,0.1057,48,2023-11-25,2027-11-04,58,104388,508,1,0
23670,0.1343,60,2022-04-20,2027-03-25,49,106974,389,1,0
7715,0.0603,12,2024-10-12,2025-10-07,27,72248,435,1,0
19770,0.0581,60,2024-01-17,2028-12-21,33,57259,619,1,0
4047,0.0965,48,2021-04-24,2025-04-03,65,83078,424,0,0
60958,0.0373,36,2022-11-18,2025-11-02,25,83430,366,1,0
36218,0.0636,48,2022-03-13,2026-02-20,28,39648,565,0,0
32786,0.1157,48,2022-02-03,2026-01-13,32,136517,452,0,0
7405,0.0614,24,2022-12-20,2024-12-09,40,130418,749,0,0
12423,0.0469,12,2022-05-24,2023-05-19,38,79353,692,0,0
29145,0.0796,48,2021-02-13,2025-01-23,24,138300,838,0,0
57035,0.1245,36,2022-11-01,2025-10-16,37,99063,562,0,0
6305,0.0833,24,2021-02-22,2023-02-12,39,60818,737,0,0
37327,0.1134,24,2025-01-22,2027-01-12,54,24450,520,1,0
51121,0.1102,24,2023-06-26,2025-06-15,30,43055,767,0,0
59755,0.0391,36,2020-12-20,2023-12-05,43,112199,682,0,0
15622,0.0745,24,2020-12-01,2022-11-21,63,106933,754,0,0
62932,0.1157,12,2025-10-19,2026-10-14,40,112262,733,0,0
46678,0.0768,24,2025-06-25,2027-06-15,61,74359,688,1,0
39762,0.1003,36,2023-01-13,2025-12-28,51,124006,755,0,0
3991,0.1232,48,2022-05-05,2026-04-14,29,24448,623,0,0
31817,0.1416,12,2020-12-10,2021-12-05,34,73849,594,0,0
15946,0.0537,48,2021-07-01,2025-06-10,42,132818,752,0,0
37041,0.0685,24,2021-12-03,2023-11-23,30,136221,368,0,0
15220,0.1476,60,2022-09-26,2027-08-31,49,138770,730,0,0
40724,0.0699,24,2024-02-23,2026-02-12,32,125706,528,1,0
25531,0.1398,36,2024-11-19,2027-11-04,51,29387,753,1,0
67146,0.0797,12,2023-10-09,2024-10-03,61,129458,613,0,0
53851,0.0336,24,2023-03-20,2025-03-09,34,92991,581,1,0
45423,0.0628,36,2021-10-05,2024-09-19,22,39145,508,0,0
71213,0.1235,60,2024-11-05,2029-10-10,20,36292,330,0,0
10295,0.1189,60,2025-02-06,2030-01-11,33,80579,667,0,0
15983,0.1222,12,2020-11-13,2021-11-08,20,81003,790,0,0
69584,0.0972,48,2023-03-18,2027-02-25,62,78630,564,0,0
53440,0.1037,36,2022-03-06,2025-02-18,32,101726,674,0,0
49836,0.123,60,2022-02-13,2027-01-18,18,45786,592,0,0
59886,0.0903,36,2021-12-26,2024-12-10,60,129078,656,0,0
23354,0.1097,48,2023-10-20,2027-09-29,28,112038,806,0,0
32152,0.101,12,2025-06-01,2026-05-27,19,90417,680,0,0
23583,0.0877,60,2022-05-27,2027-05-01,61,68676,796,0,0
65016,0.0875,60,2025-07-21,2030-06-25,31,59783,790,0,0
12826,0.0765,60,2025-09-22,2030-08-27,19,129574,843,0,0
18121,0.0699,48,2023-07-16,2027-06-25,45,71149,522,0,0
6359,0.1077,36,2021-06-12,2024-05-27,40,105460,485,1,0
32703,0.1282,12,2023-07-09,2024-07-03,34,145885,378,1,0
42315,0.1387,48,2022-11-09,2026-10-19,39,59658,590,0,0
47498,0.0624,60,2020-10-26,2025-09-30,67,26949,804,1,0
5515,0.0367,36,2022-04-28,2025-04-12,20,148379,324,1,0
72378,0.0545,36,2024-06-06,2027-05-22,40,126409,335,1,0
26243,0.046,48,2021-08-05,2025-07-15,18,93271,369,1,0
17811,0.1135,12,2023-07-05,2024-06-29,27,96555,384,0,0
71839,0.0387,24,2024-12-10,2026-11-30,57,81607,328,1,0
5802,0.1422,36,2023-04-30,2026-04-14,52,76618,818,0,0
62555,0.1114,36,2022-10-19,2025-10-03,31,33947,537,1,0
64664,0.0827,24,2024-02-21,2026-02-10,61,123050,395,1,0
8782,0.0421,48,2024-11-26,2028-11-05,52,48019,547,1,0
5504,0.0774,12,2025-05-16,2026-05-11,53,1892248,732,1,1
32813,0.0981,36,2023-05-06,2026-04-20,35,127456,603,0,0
35874,0.0446,24,2024-09-08,2026-08-29,46,38252,478,1,0
15111,0.0947,12,2022-11-05,2023-10-31,65,138591,501,0,0
65991,0.0758,60,2021-09-13,2026-08-18,21,126976,798,0,0
54204,0.1005,48,2022-11-05,2026-10-15,25,53767,562,0,0
39763,0.125,36,2025-04-17,2028-04-01,40,107887,798,0,0
17014,0.1105,12,2024-06-04,2025-05-30,55,59177,773,0,0
4387,0.1397,48,2024-01-28,2028-01-07,38,148610,594,0,0
5930,0.0506,60,2025-09-08,2030-08-13,28,136962,684,1,0
69403,0.1237,12,2022-09-29,2023-09-24,23,88160,847,1,0
36034,0.0909,36,2023-09-03,2026-08-18,21,51785,743,0,0
71258,0.0369,12,2025-04-27,2026-04-22,52,101147,364,0,0
73412,0.039,12,2024-03-19,2025-03-14,21,140660,509,0,0
50838,0.1237,48,2022-03-14,2022-02-12,64,43349,774,0,1
43634,0.1388,24,2023-10-08,2025-09-27,42,33699,449,1,0
59718,0.088,60,2022-04-18,2027-03-23,36,24994,720,0,0
56283,0.0334,24,2023-06-20,2025-06-09,56,70692,514,1,0
28234,0.1198,24,2022-05-11,2024-04-30,69,56654,706,1,0
70243,0.0945,60,2022-04-05,2027-03-10,37,72937,473,0,0
